dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Default of Credit Card Clients,8,rf,outer-fold CV,pr_auc_mean,0.5335632076957743,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,rf,outer-fold CV,pr_auc_sd,0.00916914763434047,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,xgb,outer-fold CV,pr_auc_mean,0.5319179226619628,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,xgb,outer-fold CV,pr_auc_sd,0.01001396514304409,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,dummy,outer-fold CV,pr_auc_mean,0.2212083333333333,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,8,dummy,outer-fold CV,pr_auc_sd,9.316949906249339e-05,outputs/modelling/baseline_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_mean,0.545423825800224,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_sd,0.011444482729872533,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_fold_1,0.5500633553760644,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_fold_2,0.5628184640434875,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_fold_3,0.5399208087270788,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_fold_4,0.5331034140484143,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,pr_auc_fold_5,0.5412130868060754,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,search_score,0.5452550141097467,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,lr,nested development CV,final_fit_search_score,0.5445424175626413,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_mean,0.48848667424459613,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_sd,0.008167351962843033,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_fold_1,0.484609228866988,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_fold_2,0.49817805645657565,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_fold_3,0.47866744491146446,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_fold_4,0.48532082787968994,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,pr_auc_fold_5,0.49565781310826296,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,search_score,0.490459622741157,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,dt,nested development CV,final_fit_search_score,0.49160145446920817,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_mean,0.5595594142690945,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_sd,0.011004124959264167,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_fold_1,0.5572977104437549,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_fold_2,0.576906660699788,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_fold_3,0.550614989461436,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_fold_4,0.5501856259395027,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,pr_auc_fold_5,0.5627920848009907,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,search_score,0.557295676714826,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,rf,nested development CV,final_fit_search_score,0.5569231644572931,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,xgb,nested development CV,pr_auc_mean,0.5591803881040815,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,9,xgb,nested development CV,pr_auc_sd,0.011393583158716103,outputs/modelling/nested_cv.csv,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
