dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Iranian Churn,13,dt,locked holdout test,pr_auc_ci_high,0.7955470129651026,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,roc_auc,0.885959405733417,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,calibration_slope,0.9867912439993085,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,precision,0.7901234567901234,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,recall,0.6464646464646465,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,dt,locked holdout test,threshold,0.3150684931506849,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,pr_auc,0.9500181975400045,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,pr_auc_ci_low,0.9179407011451702,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,pr_auc_ci_high,0.9771932335792971,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,roc_auc,0.987844547166581,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,calibration_slope,1.7443328801432025,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,precision,0.8924731182795699,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,recall,0.8383838383838383,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,rf,locked holdout test,threshold,0.5090332619760031,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,pr_auc,0.9607555363962269,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,pr_auc_ci_low,0.935866014761956,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,pr_auc_ci_high,0.9809760507295271,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,roc_auc,0.991002301736765,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,calibration_slope,0.8529020265665468,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,13,xgb,locked holdout test,precision,0.9042553191489362,outputs/modelling/test_results.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
